0,SanctuaryName,SanctuaryImage,State,animalSanID:,animalPhone,animalSanEmail:,animalSanAddress,animalWebsite,Facebook,Instagram,Twitter,YouTube,DonationPage,Volunteer,VisitationPage,animalBlog,listAnimal,Event Page,animalAbout:
55,Wildwood Farm Sanctuary (Newberg),https://wildwoodfarmsanctuary.org/wp-content/uploads/2016/03/PNG1-2-e1457911459793.png,Oregon,animal55,blank,blank,"15481 NE North Valley Rd, Newberg, OR 97132",http://www.wildwoodfarmsanctuary.org/,https://www.facebook.com/WildwoodFarmSanctuary/,https://www.instagram.com/wildwoodfarmsanctuary/,https://twitter.com/WildwoodOregon,blank,https://wildwoodfarmsanctuary.org/donate/,https://wildwoodfarmsanctuary.org/volunteering-and-work-parties/,blank,blank,https://wildwoodfarmsanctuary.org/rescue-stories/,https://wildwoodfarmsanctuary.org/events-and-tours/,blank
56,Chenoa Manor (Avondale),https://scontent-iad3-1.xx.fbcdn.net/v/t1.0-1/1545222_10151787176932484_564110335_n.jpg?_nc_cat=0&oh=99ec2ed6c7402cd7068ac31019ed5ff2&oe=5BE638BC,Pennsylvania,animal56,blank,hello@chenoamanor.org,"733 Glen Willow Rd, Avondale, PA 19311",http://www.chenoamanor.org/,https://www.facebook.com/Chenoamanor,https://www.instagram.com/chenoamanor/,https://twitter.com/chenoamanorfarm,blank,https://www.chenoamanor.org/donate/,https://www.chenoamanor.org/connect/volunteer/,https://www.chenoamanor.org/connect/visiting-chenoa/,https://www.chenoamanor.org/blog/,blank,https://www.chenoamanor.org/events/category/events/,blank
57,Farm Animal Rescue of Mifflinburg,http://nebula.wsimg.com/6ba650e0f4a516c49b0a8073a90ea7ac?AccessKeyId=0E361E722B7B9536AC4E&disposition=0&alloworigin=1,Pennsylvania,animal57,570-966-3175,blank,"Mifflinburg, PA 17844",http://www.farmanimalrescueofmifflinburg.org/,blank,blank,blank,blank,http://www.farmanimalrescueofmifflinburg.org/donate.html,http://www.farmanimalrescueofmifflinburg.org/volunteer.html,blank,blank,blank,blank,blank
58,Hope Haven Animal Sanctuary,https://scontent-iad3-1.xx.fbcdn.net/v/t1.0-1/p200x200/26731501_1816477815031905_3552409556064218771_n.jpg?_nc_cat=0&oh=1a5d7ae939b228bb9ff6989375c9f685&oe=5BB13E92,Pennsylvania,animal58,412 - 366 - 1187,Karen@HopeHavenFarm.org,"Wexford-Bayne Road, Sewickley, Pennsylvania 15143",http://hopehavenfarm.org/index.html,https://www.facebook.com/hopehavenfarmsanctuary/,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
59,Down to Earth Farm,https://scontent-iad3-1.xx.fbcdn.net/v/t1.0-1/p200x200/10393548_852457804820415_3919869835638272597_n.jpg?_nc_cat=0&oh=095db75eebee03334a8242f06e13c3ba&oe=5BEB6C3B,Pennsylvania,animal59,215 - 370 - 5585,crystaldawnmiller@hotmail.com,"PO Box 179 Carversville, PA 18913",https://www.facebook.com/Down2EarthFarm,https://www.facebook.com/Down2EarthFarm,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
60,Indraloka,http://www.indraloka.org/wp-content/themes/indra/img/logo.png,Pennsylvania,animal60,570.763.2908,info@indraloka.org,"P.O. Box 155, Mehoopany, PA 18629",http://www.indraloka.org/,https://www.facebook.com/IndralokaAS,https://www.instagram.com/Indralokaanimalsanctuary/,https://twitter.com/IndralokaAS,blank,https://indraloka.z2systems.com/np/clients/indraloka/donation.jsp,http://www.indraloka.org/join-us/volunteer/,http://www.indraloka.org/join-us/visit/,blank,http://www.indraloka.org/about/meet-the-animals/,http://www.indraloka.org/join-us/events/thanksliving/,blank
61,The Gentle Barn (Knoxville),https://www.gentlebarn.org/assets/components/gb/img/logo-gb2017.png,Tennessee,animal61,865-333-5001,media@gentlebarn.org,"Knoxville, TN 37932",http://www.gentlebarn.org/tennessee/,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
62,The Pig Preserve,http://nebula.wsimg.com/4ccd525081aa62fb57cec0bfc37e530c?AccessKeyId=4275B1CDB1542AA86467&disposition=0&alloworigin=1,Tennessee,animal62,931-397-4051,thepigpreserve@gmail.com,"The Pig Preserve, PO Box 555, Jamestown TN, 38556",http://www.thepigpreserve.org/,blank,blank,blank,blank,http://www.thepigpreserve.org/donate-.html,blank,blank,blank,http://www.thepigpreserve.org/our-animals-.html,blank,blank
63,Black Beauty Ranch (Murchison),http://www.fundforanimals.org/assets/images/ffa-logo.png,Texas,animal63,(903) 469-3811,blackbeautyinfo@fundforanimals.org,"12526 County Road 3806, Murchison, Texas 75778",http://blackbeautyranch.org/,https://www.facebook.com/TheFundforAnimals,https://www.instagram.com/TheFundforAnimals/,blank,blank,blank,blank,blank,http://www.fundforanimals.org/news/?credit=web_id659930364,blank,blank,blank
64,Dreamtime Sanctuary (Elgin),"https://static.wixstatic.com/media/a1198d_6abd515069e4498f82f2c3e53c62d147~mv2.jpg/v1/fill/w_813,h_197,al_c,lg_1,q_80/a1198d_6abd515069e4498f82f2c3e53c62d147~mv2.webp",Texas,animal64,blank,dreamtimeanimals@gmail.com,"556 Roemer Road, Elgin, Texas 78621",http://www.dreamtimesanctuary.org/,http://www.facebook.com/dreamtimesanctuary,https://www.instagram.com/dreamtimesanctuary/,blank,blank,https://www.dreamtimesanctuary.org/donate,blank,https://www.dreamtimesanctuary.org/get_involved,blank,https://www.dreamtimesanctuary.org/animals,blank,blank
65,Rowdy Girl Sanctuary (Angleton),https://rowdygirlsanctuary.org/wp-content/uploads/2015/02/RowdyGirl_2c.png,Texas,animal65,979-314-9925,renee@rowdygirlsanctuary.org,"9667 west, TX-35, Angleton, TX 77515",https://rowdygirlsanctuary.org/,https://www.facebook.com/rowdygirlsanctuary,https://www.instagram.com/rowdygirlsanctuary/,https://twitter.com/rowdygirlranch,https://www.youtube.com/rowdygirlsanctuary,blank,blank,blank,blank,blank,blank,blank
66,Best Friends Animal Society (Kanab),https://cdn.bestfriends.org/s3fs-public/bfas.png,Utah,animal66,blank,blank,blank,http://bestfriends.org/,blank,blank,blank,blank,https://support.bestfriends.org/site/Donation2?df_id=2460&mfc_pref=T&2460.donation=form1&_ga=2.8982385.596467122.1530403001-1599896868.1530403001,blank,blank,blank,blank,blank,blank
67,Ching Farm Rescue & Sanctuary (Riverton),http://chingsanctuary.org/wp-content/uploads/2015/11/Ching-Logo.png,Utah,animal67,blank,chingfarmrescue@gmail.com,"PO Box 935 Riverton, UT, 84065 _ 0935",http://www.chingsanctuary.org/,https://www.facebook.com/chingsanctuary,blank,https://twitter.com/chingsanctuary,blank,http://chingsanctuary.org/help-out/donate/,http://chingsanctuary.org/help-out/volunteer/,http://chingsanctuary.org/information/educational-tours/,blank,http://chingsanctuary.org/animals/,http://chingsanctuary.org/events/,blank
68,GerdaÍs Animal Aid (Townshend),https://img1.wsimg.com/isteam/ip/5bece2e0-7613-4e1f-a07f-8bf6036079ad/logo/d214c73f-2717-4503-b463-8ca3226c1c6d.png/:/rs=h:100,Vermont,animal68,(802) 874-7213,blank,"5825 RT 30 Townshend, VT 05353",http://www.gerdasanimalaid.org/,https://www.facebook.com/gerdasequinerescue,https://www.instagram.com/gerdasequinerescue,https://twitter.com/GerdasEquineRes,https://www.youtube.com/channel/UCH9D8MmGiKY4CkS2jrhvcGA?view_as=subscriber,https://gerdasequinerescue.org/how-to-help,blank,https://gerdasequinerescue.org/how-to-help,blank,https://gerdasequinerescue.org/our-story,https://gerdasequinerescue.org/events,blank
69,Vine Sanctuary (Springfield),http://www.bravebirds.org/images/vine_2015_logo-422.jpg,Vermont,animal69,802-885-4017,blank,"Springfield, VT",http://www.bravebirds.org/,https://www.facebook.com/VINEsanctuary,blank,blank,blank,http://vine.bravebirds.org/support-the-sanctuary/,blank,blank,http://blog.bravebirds.org/,blank,blank,blank
70,Peaceful Fields Sanctuary (Winchester),https://peacefulfieldssanctuary.files.wordpress.com/2017/10/cropped-cropped-cropped-cropped-cropped-unnamed11.jpg,Virginia,animal70,540-550-5540,blank,"winchester, virginia",https://peacefulfieldssanctuary.org/,blank,blank,blank,blank,blank,blank,blank,blank,https://peacefulfieldssanctuary.org/bios/,blank,blank
71,United Poultry Concerns (Machipongo),http://www.upc-online.org/img/banner_home.jpg,Virginia,animal71,757-678-7875,info@upc-online.org,"PO Box 150 Machipongo, VA 23405",http://www.upc-online.org/,http://www.facebook.com/UnitedPoultryConcerns,blank,http://www.twitter.com/upcnews,http://www.youtube.com/unitedpoultryconcerns,http://www.upc-online.org/donate/,blank,blank,http://www.upc-online.org/nr/,blank,http://www.upc-online.org/events/,blank
72,RikkiÍs Refuge (Orange County),http://blog.rikkisrefuge.org/wp-content/uploads/2014/07/two.jpg,Virginia,animal72,540-854-0870,mail@rikkisrefuge.org,21410 Constitution Hwy Rapidan VA 22733,http://rikkisrefuge.org/,blank,blank,blank,blank,http://rikkisrefuge.org/donate-now/,http://rikkisrefuge.org/come-join-the-fun/,blank,blank,blank,blank,blank
73,Baahaus Animal Rescue Group (Vashon),blank,Washington,animal73,(206) 463-2513,info@baahaus.org,"P.O. Box 2356 Vashon, WA 98070",http://www.baahaus.org/,https://www.facebook.com/BaaHausInfo/,blank,blank,blank,http://www.baahaus.org/donation_sponsorship_form.html,http://www.baahaus.org/volunteers.html,blank,blank,blank,blank,blank
74,PasadoÍs Safe Haven (Sultan),https://www.pasadosafehaven.org/cms/assets/uploads/2014/11/logo-for-web.png,Washington,animal74,(360) 793-9393,info@pasadosafehaven.org,"P.O. Box 171, Sultan, WA 98294",http://www.pasadosafehaven.org/,https://www.facebook.com/pasadosafehaven,http://instagram.com/pasados,https://twitter.com/pasados,blank,https://www.pasadosafehaven.org/donate/,https://www.pasadosafehaven.org/getinvolved/volunteer/volunteer-your-time/,blank,https://www.pasadosafehaven.org/news-events-2/,https://www.pasadosafehaven.org/adopt/,https://www.pasadosafehaven.org/events/category/events/,blank
75,Pigs Peace Sanctuary (Stanwood),blank,Washington,animal75,(360) 629-6433,pigspeace@gmail.com,"Pigs Peace Sanctuary P.O. Box 295 Stanwood, WA. 98292",http://www.pigspeace.org/,blank,blank,blank,blank,http://www.pigspeace.org/main/donate.html,http://www.pigspeace.org/main/volunteer.html,http://www.pigspeace.org/visiting_calendar.php,http://www.pigspeace.org/main/newsletter.html,http://www.pigspeace.org/articles/history2018.html,blank,blank
76,Precious Life Animal Sanctuary (Edmonds),blank,Washington,animal76,360-582-1437,CarylTurner@hotmail.com,blank,http://www.preciouslifeanimalsanctuary.org/,blank,blank,blank,blank,http://www.preciouslifeanimalsanctuary.org/donate.html,blank,blank,blank,http://www.preciouslifeanimalsanctuary.org/friends/index.html,blank,blank
77,RiverÍs Wish Animal Sanctuary (Spokane County),https://scontent-iad3-1.cdninstagram.com/vp/74d120d8e054c613399e5124589890ee/5BEBD265/t51.2885-19/s150x150/12940218_1302621039767828_720117401_a.jpg,Washington,animal77,(509) 951-3650,info@riverswishanimalsanctuary.org,"PO Box 18371, Spokane, WA 99218",http://www.riverswishanimalsanctuary.org/,https://www.facebook.com/riverswishanimalsanctuary/,https://www.instagram.com/riverswishanimalsanctuary/,blank,blank,blank,blank,blank,blank,blank,blank,blank
78,Pigs Animal Sanctuary (Shepherdstown),https://pigs.org/wp-content/uploads/2017/09/PIGS-Logo.png,West Virginia,animal78,833-257-PIGS,info@pigs.org,"PO Box 2087301 S King StShepherdstown, WV 25443",http://www.pigs.org/,http://www.facebook.com/PIGSsanctuary,http://www.instagram.com/pigsanimalsanctuary/,http://www.twitter.com/pigssanctuary,http://www.youtube.com/PIGSanctuary,blank,blank,blank,blank,blank,blank,blank
79,Autumn Farm Sanctuary (Cedarburg),http://www.autumnfarmsanctuary.com/pics/autumn-farm-logo.svg,Wisconsin,animal79,262-376-3833,blank,"PO Box 188Cedarburg, WI 53012",http://www.autumnfarmsanctuary.com/,https://www.facebook.com/Autumnfarmsanctuary.org/,blank,blank,blank,https://squareup.com/store/autumn-farm-sanctuary,blank,blank,blank,blank,blank,"Brandon and Alyssa Herbst have been happily married since 2009 living in Cedarburg, WI. Their love of animals, and more specifically, rescue, quickly made them realize their 1200 square foot city home was just not going to fit their growing fur (and feather) family. The opportunity came up to buy a small farm on the edge of the township from a family friend, so they jumped on it and within a month traded their chickens' children's playset-turned chicken coop for a gigantic barn! Brandon and Alyssa got to work getting the word out about the sanctuary, first bringing in a re-homed rooster named Ralphie and 9 ""retired"" hens. In addition, so far they provide a forever home to several sheep, goats, ponies (and a mini horse!) and ducks.Brandon and Alyssa hope to welcome many more animals in need of a good home here at Autumn Farm Sanctuary!"
80,Heartland Farm Sanctuary (Madison),https://d2b636pbgdyhbj.cloudfront.net/wp-content/themes/hfs1/img/logo.gif,Wisconsin,animal80,920-328-8280,info@heartlandfarmsanctuary.org,"11713 Mid Town Rd, Verona, WI 53593",http://www.heartlandfarmsanctuary.org/,http://www.facebook.com/pages/Heartland-Farm-Sanctuary/257377479824,blank,http://twitter.com/HeartlandFS,http://youtube.com/HeartlandFS,blank,blank,blank,blank,blank,blank,blank
81,SoulSpace Farm Sanctuary (New Richmond),https://www.soulspacesanctuary.org/uploads/1/1/4/4/114425803/logo-compassion.png,Wisconsin,animal81,612-760-0471,info@soulspacesanctuary.org,"SoulSpace Farm Sanctuary1976 Wall Street New Richmond, WI 54017",https://www.soulspacesanctuary.org/,https://facebook.com/soulspacesanctuary,https://instagram.com/soulspacesanctuary,blank,blank,https://www.soulspacesanctuary.org/donate.html,blank,blank,blank,blank,blank,blank
82,"Big Sky Ranch Animal Sanctuary (Kemptville, Ontario)","https://static.wixstatic.com/media/62a476_2f60878cc40640ca93a8430eab6513be.jpg/v1/fill/w_241,h_206,al_c,q_80,usm_0.66_1.00_0.01/62a476_2f60878cc40640ca93a8430eab6513be.webp",Canada,animal82,613-258-7118,bigskyranch@xplornet.ca,"810 Pelton Road Kemptville, ON",http://www.bigskyranch.ca/,https://www.facebook.com/BigSkyRanchAnimalSanctuary,https://twitter.com/BigSkyRanch1,blank,blank,blank,blank,blank,blank,blank,blank,blank
83,Forever Mircroranch Sanctuary (Saskatchewan),https://scontent-iad3-1.xx.fbcdn.net/v/t1.0-1/p200x200/28872280_1023244831146939_2838877393847332038_n.jpg?_nc_cat=0&oh=5699968bd0bceb6aa729fe9318c3ac3f&oe=5BDCEA51,Canada,animal83,blank,info@forevermicroranch.com,blank,http://www.forevermicroranch.com/,https://www.facebook.com/TheMicroRanch/,blank,https://twitter.com/hashtag/forevermicroranch?src=hash,blank,blank,blank,blank,blank,blank,blank,blank
84,"Happily Ever Esther Farm Sanctuary (Campbellville, Ontario)",https://static1.squarespace.com/static/563a6492e4b069a23d8a7ac8/t/570fc1d7ab48dec85aefb8d1/1460650474196/?format=1500w,Canada,animal84,289-924-1187,blank,"Milton, ON, Canada",http://www.happilyeveresther.ca/,https://www.facebook.com/happilyeveresther/,blank,blank,blank,https://www.happilyeveresther.ca/donate,blank,blank,blank,blank,https://www.happilyeveresther.ca/events-calendar/,blank
85,North Mountain Animal Sanctuary (Nova Scotia),http://nmas.ca/wp-content/uploads/2017/09/logo-small.png?x32398,Canada,animal85,902-538-3662,info@nmas.ca,Annapolis Valley of Nova Scotia,http://nmas.ca/,https://www.facebook.com/northmtnanimalsanctuary/,http://instagram.com/northmountainanimalsanctuary,blank,https://www.youtube.com/user/NManimalsanctuary,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=H7RS7H5LNULKY,blank,blank,blank,blank,blank,blank
86,"Rescue And Sanctuary for Threatened Animals (De Winton, Alberta)",http://rastarescue.org/wp-content/uploads/2017/04/RASTA-logo-no-circle-min.png,Canada,animal86,blank,RastaSanctuary@gmail.com,"RASTA Sanctuary 9233 Chemainus Road Chemainus, BC V0R 1K5 CANADA",http://rastarescue.org/,blank,blank,blank,blank,https://www.canadahelps.org/en/dn/11752,blank,blank,blank,blank,blank,R.A.S.T.A. (Rescue And Sanctuary for Threatened Animals)
87,"Wishing Well Sanctuary, (Ontario)",http://www.wishingwellsanctuary.org/img/logo_med.png,Canada,animal87,(905) 775-9179,info@wishingwellsanctuary.org,"2710 10th Line, Bradford, Ont. L3Z 3L3",http://www.wishingwellsanctuary.org/,https://www.facebook.com/WishingWellSanctuary,https://instagram.com/wishing_well_sanctuary/,https://twitter.com/peaceforall_wws,https://www.youtube.com/channel/UCGu8IqaE-W4zsyUPW1TjgYw,http://www.wishingwellsanctuary.org/donations.php,blank,blank,blank,blank,http://www.wishingwellsanctuary.org/upcoming-events.php,blank
88,Constance Creek Wildlife Refuge (Ottawa),https://static.wixstatic.com/media/e003e4_b82c9777845646f28ca6f06a5b4b675d~mv2.gif,Canada,animal88,613-222-4719,wildlife@ccwr.ca,"2494 Dunrobin RoadOttawa ON K0A 1T0",http://ccwr.ca/,https://www.facebook.com/pages/Constance-Creek-Wildlife-Refuge/277557201924,blank,blank,https://www.youtube.com/channel/UCGMRoc00aoG2dh6imASa6-Q,blank,blank,blank,blank,blank,blank,blank
